,Prod_ID,Material_Desc,Noun,Modifier,long_description,short_description,Manufacturer,Ref_no,exception,ACTION,AMPERAGE,API MATERIAL CLASS,API PERFORMANCE REQUIREMENT,API PRODUCT SPECIFICATION LEVEL,API TEMPERATURE CLASS,APPLICATION,APPROXIMATE LIFE HOURS,ARBOR,BALANCE,BASE,BLADE DIAMETER,BLOCK MATERIAL,BODY MATERIAL,BODY SIZE,BOLT HOLES,BOND/BACKING,BORE,BOTTOM CONNECTION,BOTTOM RATING,BOTTOM SIZE,BRAKE,BRISTLE MATERIAL,BRISTLE SIZE,BULB,CABLE LENGTH,CAGE MATERIAL,CAPACITANCE,CAPACITY,CAPILLARY LENGTH,CARTRIDGE,CASE MATERIAL,CASING MATERIAL,CELLS,CHART TRAVEL,CHOKE TYPE,CIRCUIT,CLASS,CLOSURE,COIL VOLTAGE,COILS,COLOR,COMPOSITION,CONDUCTOR SIZE,CONFIGURATION,CONNECTION,CONNECTION LOCATION,CONNECTION MATERIAL,CONNECTOR,CONTACT,CONTACT ARRANGEMENT,CONTAINER,CONTAINS A,CONTAINS B,CONTAINS C,CONTAINS D,CONTAINS E,CONTAINS F,CONTENT A,CONTENT B,CONTENT C,CONTENT D,CYLINDER,DEGREE,DESIGN DETAIL,DESIGN LENGTH,DESIGN RATING,DESIGNATION,DIAL,DIAL SIGNAL,DIAL SIZE,DIAMETER,DISPLACEMENT,DRIVER,DURATION,ELECTRICAL RATING,ELEMENT,ELEMENT MATERIAL,ENCLOSURE,ENDS,FILLED,FILLER MATERIAL,FILTERING RETENTION,FORM,FORMAT,FRAME,FREQUENCY,FUNCTION,GEAR RATIO,GRADE,GRADUATIONS,GRIT,GROOVE,HANDLE,HANDLE LENGTH,HANDLE MATERIAL,HEAD,HEAD ANGLE,HEAD MATERIAL,HEAD WEIGHT,HOUSING MATERIAL,I/O CAPACITY,INDUSTRY STANDARD,INLET CONNECTION,INLET SIZE,INNER RING MATERIAL,INSERT/LINING MATERIAL,INSERTION LENGTH,INSIDE DIAMETER,INTERNAL MATERIAL,INTERRUPTING RATING,JUNCTION,KEYS,KVA RATING,LENGTH,LINE,LOAD RATING,LOCATION,LUBRICATION,LUMENS,MATERIAL,MAXIMUM OVERALL LENGTH,MESH SIZE,MOUNT,NA,NACE STANDARD,NAME,NEMA/IEC,NEMA/IP RATING,NOMINAL SIZE,NUMBER OF GEARS,NUMBER OF VANES,OPENING DIAMETER,OPERATED,OPERATING VOLTAGE,OPERATION,OPERATOR,ORIFICE SIZE,OUTER RING MATERIAL,OUTLET CONNECTION,OUTLET SIZE,OUTPUT RATING,OUTSIDE DIAMETER,PARENT EQUIPMENT,PERFORATION SIZE,PHASE,PIPE SIZE,PITCH,PITCH DIAMETER,POLE,PORT,POSITION,POWER,POWER SOURCE,PRESSURE RANGE,PRESSURE RATING,PRIMARY VOLTAGE,PROBE DIAMETER,PROCESS,PROTOCOL,PUMP SIZE,PUMP STYLE,QTY,RADIAL CLEARANCE,RADIUS,RANGE,RATING,READOUT,REFRIGERANT,RESISTANCE,ROW,RPM RATING,SCALE,SCOPE,SEAL MATERIAL,SECONDARY VOLTAGE,SECTIONS,SERIES,SERVICE,SERVICE FACTOR,SET PRESSURE,SHAFT SIZE,SHANK,SHAPE,SHEATH DIAMETER,SHEATH MATERIAL,SHELF LIFE,SIZE,SIZE/CONNECTION,SKILLS REQUIRED,SOFTGOODS,SPECIFICATION,SPEED,SPOUT,STANDARDS,STEM LENGTH,STRUCTURE,STYLE,SUPPLY,SUPPLY RATING,TAPER,TAPER SIZE,TAPS,TASK EXCLUDE,TASK INCLUDE,TECHNIQUE,TEETH,TEMPERATURE RANGE,TEMPERATURE RATING,TERMINAL,TERMINATIONS,THICKNESS,THREADS,THRUST,TIP DIAMETER,TOLERANCE,TOP CONNECTION,TOP RATING,TOP SIZE,TRAVEL,TRIM,TUBE DIAMETER,TUBE LENGTH,TUBE MATERIAL,TURNS,TYPE,UOM,VALVE SIZE,VALVE STYLE,VIALS,VISIBLE LENGTH,VOLTAGE,VOLUME/CONTAINER,WATTAGE,WEIGHT,WIDTH,WINDING MATERIAL,WIRE,WIRE DIAMETER,WIRE SIZE,WORK WEIGHT
2631,3631,"NOZZLE RING
MATERIAL: STAINLESS STEEL
MANUFACTURER: ANDERSON GREENWOOD CROSBY
MFR.PART NO: 126911
EQUIPMENT MFR: CROSBY
EQUIP.MODEL NO: 2J3/JLT-J0S-15-SPL",NOZZLE,NO MODIFIER,"*** NOZZLE , NO MODIFIER *** 

MATERIAL : STAINLESS
","NOZZLE , NO MOD: STAINLESS",CROSBY,"126911
",RING STEEL ANDERSON GREENWOOD EQUIP.MODEL 2J3/JLT-J0S-15-SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAINLESS,,,,NA,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
2632,3632,"BALL VALVE,
TYPE: FLOATING BALL
END CONNECTION: FEMALE NPT
BODY MATERIAL: ASTM A105
TRIM MATERIAL: ASTM A182 F316
BALL MATERIAL: ASTM A182 GRADE F316
STEM MATERIAL: ASTM A182 GRADE F316
SEAT MATERIAL: GLASS REINFORCED PTFE
OPERATION: LEVER OPERATED
TEST CERTIFICATE: EN 10204- 3.1
PRESSURE RATING: CLASS-600
SIZE: 1-1/2IN X 1-1/4IN
VALVE REFERENCE NO.96113-73
MANUFACTURER: RING-0-VALVE
MFR.PART NO.901004040000
EQUIP.MANUFACTURER: RING-O-VALVE
EQUIP.MFR.MODEL NO.FBAA6-96113-73",BALL,VALVE,"*** BALL , VALVE *** 

MATERIAL : ASTM
VALVE SIZE : NO.96113
VALVE STYLE : NO.96113
","BALL , VLV: ASTM,NO.96113,NO.96113",RING-O-VALVE,"EQUIP.MANUFACTURER
",TYPE FLOATING END CONNECTION FEMALE NPT BODY A105 TRIM A182 F316 A182 GRADE F316 STEM A182 GRADE F316 SEAT GLASS REINFORCED PTFE OPERATION LEVER OPERATED TEST CERTIFICATE EN 10204- 3.1 PRESSURE RATING CLASS-600 1-1/2IN X 1-1/4IN REFERENCE NO.96113-73 RING-0-VALVE NO.901004040000 EQUIP.MFR.MODEL NO.FBAA6-96113-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTM,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO.96113,NO.96113,,,,,,,,,,,,
2633,3633,"SEAL RING
MANUFACTURER: MASONEILAN
MFR.PART NO: 971886222-888-0000
EQUIPMENT MFR: MASONEILAN-DRESSER
EQUIP.MODEL NO: 85-41311-10CS-900",SEAL,NO MODIFIER,"*** SEAL , NO MODIFIER *** 

","SEAL , NO MOD:",DRESSER,"971886222-888-0000
",RING : MASONEILAN : : MASONEILAN-DRESSER EQUIP.MODEL : 85-41311-10CS-900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
2634,3634,"CHECK VALVE
SIZE: 1/4IN
END CONNECTION: NPT MALE
MATERIAL: SS316
CRACKING PRESSURE: 50-150PSI
MANUFACTURER: SWAGELOK
MFR.PART NO: SS-4CPA2-50
EQUIPMENT MFR: ORBIT
TEST CERTIFICATE: EN 10204- 3.1","VALVE
END
MATERIAL",CHECK,,,ORBIT,"SS-4CPA2-50
",CHECK VALVE SIZE : 1/4IN END CONNECTION : NPT MALE MATERIAL : SS316 CRACKING PRESSURE : 50-150PSI : SWAGELOK : : TEST CERTIFICATE : EN 10204- 3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,3635,"LED FOR GREEN SIGNAL
SIZE: 22.5MM
RATING: 125VDC
MANUFACTURER: EAO
MFR.PART NO: 19560131
EQUIPMENT MFR: HOLEC
EQUIP.MODEL NO: CAPITOLE 40",SIGNAL,NO MODIFIER,"*** SIGNAL , NO MODIFIER *** 

SIZE : 22.5MM
","SIGNAL , NO MOD: 22.5MM",HOLEC,"19560131
",LED FOR GREEN RATING 125VDC EAO EQUIP.MODEL CAPITOLE 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,3636,"UV FLAME SCANNER
RATING: 120VAC
MANUFACTURER: HONEYWELL
MFR.PART NO: C7012F
EQUIPMENT MFR: THERMOFLUX
EQUIP.MODEL NO: 9102","SCANNER
NO",NO MODIFIER,,,THERMOFLUX,"C7012F
",UV FLAME SCANNER RATING : 120VAC : HONEYWELL : : EQUIP.MODEL : 9102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,3637,"DESCRIPTION:STUDBOLT
MATERIAL,STUD:ASTM A320 GR.L7
MATERIAL,NUT:ASTM A194 GR.4
THREAD,STUDBOLT:ASME B1.1,10UNC,2A
THREAD,NUT:HEAVY HEXAGONAL,10UNC,2B
NO.OF NUTS:2
TEST REQUIREMENTS:IMPACT TESTING AS
PER ASTM A320
HARDNESS:AS PER ASTM A320
INSPECTION CERTIFICATE:ISO 10474-3.1B
MARKING,STUDBOLT:GRADE AND CERTIFIER'S
INDENTIFICATION SYMBOLS SHALL BE APPLIED TO
ONE END OF STUD 3/8IN DIA AND LARGER (IF
THE AVAILABLE AREA IS INADEQUATE,THE GRADE
SYMBOL MAY BE MARKED ON ONE END AND THE
CERTIFIER'S IDENTIFICATION SYMBOL
MARKED ON THE OTHER END)
NOMINAL DIA:3/4IN
LENGTH:230MM","MATERIAL
STUD
MATERIAL
NUT",NO MODIFIER,,,NA,NA,DESCRIPTION : STUDBOLT MATERIAL STUD : ASTM A320 GR.L7 MATERIAL NUT : ASTM A194 GR.4 THREAD STUDBOLT : ASME B1.1 10UNC 2A THREAD NUT : HEAVY HEXAGONAL 10UNC 2B NO.OF NUTS:2 TEST REQUIREMENTS : IMPACT TESTING AS PER ASTM A320 HARDNESS : AS PER ASTM A320 INSPECTION CERTIFICATE : ISO 10474-3.1B MARKING STUDBOLT : GRADE AND CERTIFIER'S INDENTIFICATION SYMBOLS SHALL BE APPLIED TO ONE END OF STUD 3/8IN DIA AND LARGER ( IF THE AVAILABLE AREA IS INADEQUATE THE GRADE SYMBOL MAY BE MARKED ON ONE END AND THE CERTIFIER 'S IDENTIFICATION SYMBOL MARKED ON THE OTHER END ) NOMINAL DIA:3/4IN LENGTH:230MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,3638,"RELIEF VALVE
MANUFACTURER: BLACKMER
MFR.PART NO: 451807
EQUIPMENT MFR: BEST EQUIPMENT
EQUIP.MFR.PART NO:
EQUIP.MODEL NO: X3E
TEST CERTIFICATE: EN 10204- 3.1","VALVE
NO
EQUIPMENT",RELIEF,,,BEST EQUIPMENT,"451807
EQUIP.MODEL
",RELIEF VALVE : BLACKMER : : : : X3E TEST CERTIFICATE : EN 10204- 3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,3639,"GASKET
SIZE: 125.8 X 152 X 84 X 58.8MM
2.5MM TOTAL THIKNESS
GASKET SPECIFICATION:
MATERIAL: CORRUGATED SS316 0.5MM THK
WITH 0.5MM PLAIN GRAPHITE ON BOTH SIDE
FOR GATE VALVE,3IN,CL150
MANUFACTURER: RAIMONDI
MFR.PART NO: 3INX1503005-12-RF
EQUIPMENT MFR: MALONEY INDUSTRIES
AL-IMAN DRAWING REF.NO: ICPA--01526G12503",GASKET,NO MODIFIER,"*** GASKET , NO MODIFIER *** 

MATERIAL : CORRUGATED
SIZE : 125.8
","GASKET , NO MOD: CORRUGATED,125.8",AL-IMAN,"3INX1503005-12-RF
",X 152 X 84 X 58.8MM 2.5MM TOTAL THIKNESS SPECIFICATION SS316 0.5MM THK WITH 0.5MM PLAIN GRAPHITE ON BOTH SIDE FOR GATE VALVE 3IN CL150 RAIMONDI MALONEY INDUSTRIES DRAWING REF.NO ICPA -- 01526G12503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORRUGATED,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,125.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
2640,3640,"METAL SEAL
MANUFACTURER: CCI
MFR.PART NO: 21324001
EQUIP.MODEL NO: DRAGM2A31416IF24WFIBKPC1CR","SEAL
NO
EQUIP",NO MODIFIER,,,CCI,"21324001
",METAL SEAL : : EQUIP.MODEL : DRAGM2A31416IF24WFIBKPC1CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,3641,"FLAT RING GASKET
INNER DIAMETER: 11MM
OUTER DIAMETER: 16MM
THICKNESS: 2MM
MATERIAL: NEOPRENE
FLANGE FACING: RAISED FACE
DESIGN SPECIFICATIONS: ASME B16.21
MANUFACTURER: BRAN AND LUEBBE
MFR.PART NO: 811032
EQUIPMENT MFR: BRAN AND LUEBBE
EQUIP.MODEL NO: OLE842-194-195","RING
GASKET",NO MODIFIER,,,BRAN AND LUEBBE,"811032
",FLAT RING GASKET INNER DIAMETER : 11MM OUTER DIAMETER : 16MM THICKNESS : 2MM MATERIAL : NEOPRENE FLANGE FACING : RAISED FACE DESIGN SPECIFICATIONS : ASME B16.21 : : : EQUIP.MODEL : OLE842-194-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,3642,"O-RING
INSIDE DIAMETER: 28.00MM (1.102IN)
OUTSIDE DIAMETER: 34.00MM (1.339IN)
THICKNESS: 3.00MM (0.118IN)
MANUFACTURER: MASONEILAN
MFR.PART NO: 971886-317-680H
EQUIP.MODEL NO: 88-21121-3CS-300RF","O
RING",NO MODIFIER,,,MASONEILAN,"971886-317-680H
",O-RING INSIDE DIAMETER : 28.00MM ( 1.102IN ) OUTSIDE DIAMETER : 34.00MM ( 1.339IN ) THICKNESS : 3.00MM ( 0.118IN ) : : EQUIP.MODEL : 88-21121-3CS-300RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,3643,"MATERIAL,STUD: ASTM A320 GR.B8
MATERIAL,NUT: ASTM A194 GR.8
THREAD,STUDBOLT: ASME B1.1,8UNC,2A
THREAD,NUT: HEAVY HEXAGONAL,8UNC,2B
NO.OF NUTS: 2
IMPACT TESTING REQUIREMENTS:
EACH HEAT TREATED BATCH OF A HEAT
LOT OR CHARGE OF ASTM A320 B8
CLASS 2 BOLTING SHALL HAVE A TEST SAMPLE
IMPACT TESTED AT -196 DEG C.
IMPACT TEST RESULTS SHALL REQUIRE
0.38MM MINIMUM FOR LATERAL EXPANSION
AND 27J AVERAGE ENERGY ABSORPTION
WITH ONLY ONE VALUE ALLOWED BELOW
BUT NOT LESS THAN 22J OF ABSORBED ENERGY
HARDNESS: AS PER ASTM A320
INSPECTION CERTIFICATE: ISO 10474-3.1B
MARKING, STUDBOLT: GRADE AND CERTIFIER'S
INDENTIFICATION SYMBOLS SHALL BE APPLIED TO
ONE END OF STUD 3/8 IN DIA AND LARGER (IF
THE AVAILABLE AREA IS INADEQUATE, THE GRADE
SYMBOL MAY BE MARKED ON ONE END AND THE
CERTIFIER'S IDENTIFICATION SYMBOL
MARKED ON THE OTHER END)
NOMINAL DIA: 1-1/8IN
LENGTH: 170MM",MATERIAL,NO MODIFIER,"*** MATERIAL , NO MODIFIER *** 

","MATERIAL , NO MOD:",NA,NA,STUD : ASTM A320 GR.B8 NUT : ASTM A194 GR.8 THREAD STUDBOLT : ASME B1.1 8UNC 2A THREAD NUT : HEAVY HEXAGONAL 8UNC 2B NO.OF NUTS : 2 IMPACT TESTING REQUIREMENTS : EACH HEAT TREATED BATCH OF A HEAT LOT OR CHARGE OF ASTM A320 B8 CLASS 2 BOLTING SHALL HAVE A TEST SAMPLE IMPACT TESTED AT -196 DEG C. IMPACT TEST RESULTS SHALL REQUIRE 0.38MM MINIMUM FOR LATERAL EXPANSION AND 27J AVERAGE ENERGY ABSORPTION WITH ONLY ONE VALUE ALLOWED BELOW BUT NOT LESS THAN 22J OF ABSORBED ENERGY HARDNESS : AS PER ASTM A320 INSPECTION CERTIFICATE : ISO 10474-3.1B MARKING STUDBOLT : GRADE AND CERTIFIER'S INDENTIFICATION SYMBOLS SHALL BE APPLIED TO ONE END OF STUD 3/8 IN DIA AND LARGER ( IF THE AVAILABLE AREA IS INADEQUATE THE GRADE SYMBOL MAY BE MARKED ON ONE END AND THE CERTIFIER 'S IDENTIFICATION SYMBOL MARKED ON THE OTHER END ) NOMINAL DIA : 1-1/8IN LENGTH : 170MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
2644,3644,"MOBILUX EP2 GREASE
18KG PER PAIL,OLD QUANITY: 20KG PER DRUM
MANUFACTURER: MOBIL
MFR.PART NO: 64127-4
EQUIPMENT MFR: NIIGATA
EQUIP.MODEL NO: 16INX54FTRCMA-S","GREASE
PAIL",NO MODIFIER,,,NIIGATA,"64127-4
",MOBILUX EP2 GREASE 18KG PER PAIL OLD QUANITY : 20KG PER DRUM : MOBIL : : EQUIP.MODEL : 16INX54FTRCMA-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,3645,"PONY ROD  OIL SEAL
MANUFACTURER: FMC
MFR.PART NO: 5262846
EQUIPMENT MFR: FMC CORP
EQUIP.MODEL NO: M1214API","ROD
OIL
SEAL
NO","PONY
OIL",,,FMC,"5262846
",PONY ROD OIL SEAL : : : CORP EQUIP.MODEL : M1214API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,3646,"SHUT OFF VALVE,VEE STEM
KNOB HANDLE
MATERIAL: 316SS
SIZE: 1/2IN OD
MANUFACTURER: SWAGELOK
MFR.PART NO: SS-1VS8
TEST CERTIFICATE: EN 10204- 3.1","VALVE
STEM
KNOB
HANDLE
MATERIAL",VALVE,,,SWAGELOK,"SS-1VS8
",SHUT OFF VALVE VEE STEM KNOB HANDLE MATERIAL : 316SS SIZE : 1/2IN OD : : TEST CERTIFICATE : EN 10204- 3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,3647,"BONNET BUSHING, VALVE
MATERIAL: AISI 416 STAINLESS STEEL
MANUFACTURER: ORBIT VALVE CO
MFR.PART NO: 1A-RH5218
EQUIPMENT.MFR: ORBIT VALVE CO
EQUIP.MODEL NO: 10X8-1233H8LRF
 TAG NO: 13SDV-301B
MFR.VALVE SERIAL NO: JD1222874
ORIGINAL PO: P-2174-012-A",BONNET,VALVE,"*** BONNET , VALVE *** 

MATERIAL : AISI
VALVE SIZE : AISI
VALVE STYLE : AISI
","BONNET , VLV: AISI,AISI,AISI",ORBIT,"1A-RH5218
",BUSHING 416 STAINLESS STEEL CO EQUIPMENT.MFR CO EQUIP.MODEL 10X8-1233H8LRF TAG 13SDV-301B MFR.VALVE SERIAL JD1222874 ORIGINAL PO P-2174-012-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISI,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AISI,AISI,,,,,,,,,,,,
2648,3648,"PLATE
WIDTH: 5FT
LENGTH: 10FT
THICKNESS: 1/4IN
MATERIAL: ALUMINIUM
GRADE: 5083,TEMPER 0
TEST CERTIFICATES: ISO 10474-3.1B
TO ASME SB 209 ( LATEST REVISION )
MANUFACTURER: AIR PRODUCTS
MFR.PART NO: 1-640-01-3348
EQUIPMENT MFR: AIR PRODUCTS
EQUIP.MODEL NO: 6919-56-57-58-59",PLATE,NO MODIFIER,"*** PLATE , NO MODIFIER *** 

MATERIAL : ALUMINIUM
","PLATE , NO MOD: ALUMINIUM",AIR PRODUCTS,"1-640-01-3348
",WIDTH 5FT LENGTH 10FT THICKNESS 1/4IN GRADE 5083 TEMPER 0 TEST CERTIFICATES ISO 10474-3.1B TO ASME SB 209 ( LATEST REVISION ) EQUIP.MODEL 6919-56-57-58-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALUMINIUM,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
